project_name,contributor_name,project_title,project_summary,catalog_xml
"NMFS_BUOYGROUP","J. Manning","NMFS Buoy Group Data","Data from NMFS in Buoy Group format.","http://geoport-dev.whoi.edu/thredds/catalog/usgs/vault0/data/nmfs/moor/catalog.xml"
