project_name,contributor_name,project_title,project_summary,catalog_xml
"WHOI_BUOYGROUP","S. Tarbell","WHOI Buoy Group Data","Data from the WHOI Buoy Group.","http://geoport-dev.whoi.edu/thredds/catalog/usgs/vault0/data/whoi/buoyGroupData/catalog.xml"
